0	0
0.001	0.588
0.002	0.951
0.003	0.95
0.004	0.586
0.00501	-0.00314
0.00601	-0.591
0.00701	-0.952
0.00801	-0.949
0.00901	-0.583
0.01	0.00629
0.011	0.593
0.012	0.953
0.013	0.948
0.014	0.581
0.015	-0.00943
0.016	-0.596
0.017	-0.954
0.018	-0.947
0.019	-0.578
0.02	0.0126
0.021	0.598
0.022	0.955
0.023	0.946
0.024	0.576
0.025	-0.0157
0.026	-0.601
0.027	-0.956
0.028	-0.945
0.029	-0.573
0.03	0.0189
0.031	0.603
0.032	0.957
0.033	0.944
0.034	0.57
0.035	-0.022
0.036	-0.606
0.037	-0.958
0.038	-0.943
0.039	-0.568
0.04	0.0252
0.041	0.608
0.042	0.959
0.043	0.942
0.044	0.565
0.045	-0.0283
0.046	-0.611
0.047	-0.96
0.048	-0.941
0.049	-0.563
0.0501	0.0314
0.0511	0.613
0.0521	0.961
0.0531	0.94
0.0541	0.56
0.0551	-0.0346
0.0561	-0.616
0.0571	-0.962
0.0581	-0.939
0.0591	-0.557
0.0601	0.0377
0.0611	0.618
0.0621	0.962
0.0631	0.938
0.0641	0.555
0.0651	-0.0409
0.0661	-0.621
0.0671	-0.963
0.0681	-0.937
0.0691	-0.552
0.0701	0.044
0.0711	0.623
0.0721	0.964
0.0731	0.936
0.0741	0.55
0.0751	-0.0472
0.0761	-0.626
0.0771	-0.965
0.0781	-0.935
0.0791	-0.547
0.0801	0.0503
0.0811	0.628
0.0821	0.966
0.0831	0.934
0.0841	0.544
0.0851	-0.0534
0.0861	-0.631
0.0871	-0.967
0.0881	-0.933
0.0891	-0.542
0.0901	0.0566
0.0911	0.633
0.0921	0.967
0.0931	0.931
0.0941	0.539
0.0951	-0.0597
0.0961	-0.636
0.0971	-0.968
0.0981	-0.93
0.0991	-0.536
0.1	0.0629
0.101	0.638
0.102	0.969
0.103	0.929
0.104	0.534
0.105	-0.066
0.106	-0.64
0.107	-0.97
0.108	-0.928
0.109	-0.531
0.11	0.0691
0.111	0.643
0.112	0.97
0.113	0.927
0.114	0.528
0.115	-0.0723
0.116	-0.645
0.117	-0.971
0.118	-0.926
0.119	-0.526
0.12	0.0754
0.121	0.648
0.122	0.972
0.123	0.924
0.124	0.523
0.125	-0.0785
0.126	-0.65
0.127	-0.973
0.128	-0.923
0.129	-0.52
0.13	0.0817
0.131	0.652
0.132	0.973
0.133	0.922
0.134	0.518
0.135	-0.0848
0.136	-0.655
0.137	-0.974
0.138	-0.921
0.139	-0.515
0.14	0.0879
0.141	0.657
0.142	0.975
0.143	0.919
0.144	0.512
0.145	-0.0911
0.146	-0.659
0.147	-0.976
0.148	-0.918
0.149	-0.51
0.15	0.0942
0.151	0.662
0.152	0.976
0.153	0.917
0.154	0.507
0.155	-0.0973
0.156	-0.664
0.157	-0.977
0.158	-0.916
0.159	-0.504
0.16	0.1
0.161	0.667
0.162	0.978
0.163	0.914
0.164	0.501
0.165	-0.104
0.166	-0.669
0.167	-0.978
0.168	-0.913
0.169	-0.499
0.17	0.107
0.171	0.671
0.172	0.979
0.173	0.912
0.174	0.496
0.175	-0.11
0.176	-0.674
0.177	-0.979
0.178	-0.911
0.179	-0.493
0.18	0.113
0.181	0.676
0.182	0.98
0.183	0.909
0.184	0.49
0.185	-0.116
0.186	-0.678
0.187	-0.981
0.188	-0.908
0.189	-0.488
0.19	0.119
0.191	0.681
0.192	0.981
0.193	0.907
0.194	0.485
0.195	-0.122
0.196	-0.683
0.197	-0.982
0.198	-0.905
0.199	-0.482
0.2	0.125
0.201	0.685
0.202	0.983
0.203	0.904
0.204	0.479
0.205	-0.129
0.206	-0.687
0.207	-0.983
0.208	-0.903
0.209	-0.477
0.21	0.132
0.211	0.69
0.212	0.984
0.213	0.901
0.214	0.474
0.215	-0.135
0.216	-0.692
0.217	-0.984
0.218	-0.9
0.219	-0.471
0.22	0.138
0.221	0.694
0.222	0.985
0.223	0.899
0.224	0.468
0.225	-0.141
0.226	-0.696
0.227	-0.985
0.228	-0.897
0.229	-0.466
0.23	0.144
0.231	0.699
0.232	0.986
0.233	0.896
0.234	0.463
0.235	-0.147
0.236	-0.701
0.237	-0.986
0.238	-0.894
0.239	-0.46
0.24	0.15
0.241	0.703
0.242	0.987
0.243	0.893
0.244	0.457
0.245	-0.153
0.246	-0.705
0.247	-0.987
0.248	-0.892
0.249	-0.454
0.25	0.157
0.251	0.708
0.252	0.988
0.253	0.89
0.254	0.452
0.255	-0.16
0.256	-0.71
0.257	-0.988
0.258	-0.889
0.259	-0.449
0.26	0.163
0.261	0.712
0.262	0.989
0.263	0.887
0.264	0.446
0.265	-0.166
0.266	-0.714
0.267	-0.989
0.268	-0.886
0.269	-0.443
0.27	0.169
0.271	0.716
0.272	0.99
0.273	0.884
0.274	0.44
0.275	-0.172
0.276	-0.719
0.277	-0.99
0.278	-0.883
0.279	-0.438
0.28	0.175
0.281	0.721
0.282	0.991
0.283	0.881
0.284	0.435
0.285	-0.178
0.286	-0.723
0.287	-0.991
0.288	-0.88
0.289	-0.432
0.29	0.181
0.291	0.725
0.292	0.991
0.293	0.878
0.294	0.429
0.295	-0.184
0.296	-0.727
0.297	-0.992
0.298	-0.877
0.299	-0.426
0.3	0.188
0.301	0.73
0.302	0.992
0.303	0.875
0.304	0.423
0.305	-0.191
0.306	-0.732
0.307	-0.993
0.308	-0.874
0.309	-0.42
0.31	0.194
0.311	0.734
0.312	0.993
0.313	0.872
0.314	0.418
0.315	-0.197
0.316	-0.736
0.317	-0.993
0.318	-0.871
0.319	-0.415
0.32	0.2
